DATA INICIAL,DATA FINAL,REGIÃO,ESTADO,PRODUTO,NÚMERO DE POSTOS PESQUISADOS,UNIDADE DE MEDIDA,PREÇO MÉDIO REVENDA,DESVIO PADRÃO REVENDA,PREÇO MÍNIMO REVENDA,PREÇO MÁXIMO REVENDA,MARGEM MÉDIA REVENDA,COEF DE VARIAÇÃO REVENDA,PREÇO MÉDIO DISTRIBUIÇÃO,DESVIO PADRÃO DISTRIBUIÇÃO,PREÇO MÍNIMO DISTRIBUIÇÃO,PREÇO MÁXIMO DISTRIBUIÇÃO,COEF DE VARIAÇÃO DISTRIBUIÇÃO,MÊS,ANO
2009-07-12,2009-07-18,NORDESTE,PIAUI,GASOLINA COMUM,106,R$/l,2.523,0.103,2.35,2.69,0.35,0.0409999999999999,2.173,0.049,2.08,2.33,0.023,7,2009
2009-07-12,2009-07-18,NORDESTE,RIO GRANDE DO NORTE,GASOLINA COMUM,121,R$/l,2.596,0.05,2.5,2.699,0.47,0.019,2.126,0.045,2.0343,2.2384,0.021,7,2009
2009-07-12,2009-07-18,NORDESTE,SERGIPE,GASOLINA COMUM,64,R$/l,2.52,0.081,2.389,2.77,0.302,0.032,2.218,0.045,2.0781,2.4005,0.02,7,2009
2009-07-12,2009-07-18,NORTE,ACRE,GASOLINA COMUM,55,R$/l,2.967,0.179,2.87,3.33,0.558,0.06,2.409,0.134,2.2959,2.7,0.056,7,2009
2009-07-12,2009-07-18,NORTE,AMAPA,GASOLINA COMUM,37,R$/l,2.672,0.105,2.62,2.98,0.455,0.039,2.217,0.051,2.1903,2.4165,0.023,7,2009
2009-07-12,2009-07-18,NORTE,AMAZONAS,GASOLINA COMUM,129,R$/l,2.6,0.129,2.36,3.0,0.421,0.05,2.179,0.071,2.08,2.5316,0.033,7,2009
2009-07-12,2009-07-18,NORTE,PARA,GASOLINA COMUM,198,R$/l,2.754,0.131,2.45,3.12,0.4,0.048,2.354,0.048,2.24,2.497,0.02,7,2009
2009-07-12,2009-07-18,NORTE,RONDONIA,GASOLINA COMUM,104,R$/l,2.658,0.175,2.29,3.19,0.421,0.066,2.237,0.042,2.1819,2.3278,0.019,7,2009
2009-07-12,2009-07-18,NORTE,RORAIMA,GASOLINA COMUM,32,R$/l,2.698,0.133,2.68,3.15,0.405,0.049,2.293,0.076,2.17,2.3792,0.033,7,2009
2009-07-12,2009-07-18,NORTE,TOCANTINS,GASOLINA COMUM,61,R$/l,2.732,0.089,2.48,2.85,0.544,0.033,2.188,0.057,2.11,2.3443,0.026,7,2009
2009-07-12,2009-07-18,SUDESTE,ESPIRITO SANTO,GASOLINA COMUM,197,R$/l,2.609,0.088,2.39,2.795,0.362,0.034,2.247,0.045,2.1743,2.365,0.02,7,2009
2009-07-12,2009-07-18,SUDESTE,MINAS GERAIS,GASOLINA COMUM,1000,R$/l,2.413,0.135,2.159,2.82,0.296,0.0559999999999999,2.117,0.051,2.0098,2.2713,0.024,7,2009
2009-07-12,2009-07-18,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,740,R$/l,2.549,0.12,2.27,2.899,0.286,0.047,2.263,0.053,2.165,2.4488,0.023,7,2009
2009-07-12,2009-07-18,SUDESTE,SAO PAULO,GASOLINA COMUM,2381,R$/l,2.372,0.103,2.119,2.71,0.321,0.043,2.051,0.062,1.83,2.2826,0.03,7,2009
2009-07-12,2009-07-18,SUL,PARANA,GASOLINA COMUM,569,R$/l,2.47,0.0819999999999999,2.27,2.85,0.28,0.033,2.19,0.043,2.055,2.35,0.02,7,2009
2009-07-12,2009-07-18,SUL,RIO GRANDE DO SUL,GASOLINA COMUM,615,R$/l,2.539,0.098,2.34,2.84,0.354,0.039,2.185,0.053,2.028,2.3927,0.024,7,2009
2009-07-12,2009-07-18,SUL,SANTA CATARINA,GASOLINA COMUM,396,R$/l,2.479,0.099,2.089,2.81,0.345,0.04,2.134,0.042,2.026,2.2352,0.02,7,2009
2009-07-19,2009-07-25,CENTRO OESTE,DISTRITO FEDERAL,GASOLINA COMUM,89,R$/l,2.662,0.009,2.63,2.67,0.453,0.003,2.209,0.058,2.085,2.3848,0.026,7,2009
2009-07-19,2009-07-25,CENTRO OESTE,GOIAS,GASOLINA COMUM,263,R$/l,2.569,0.072,2.19,2.77,0.357,0.0279999999999999,2.212,0.048,2.13,2.3271,0.022,7,2009
2009-07-19,2009-07-25,CENTRO OESTE,MATO GROSSO,GASOLINA COMUM,141,R$/l,2.69,0.139,2.47,3.05,0.404,0.052,2.286,0.072,2.18,2.46,0.031,7,2009
2009-07-19,2009-07-25,CENTRO OESTE,MATO GROSSO DO SUL,GASOLINA COMUM,137,R$/l,2.666,0.127,2.34,2.909,0.381,0.048,2.285,0.054,2.1714,2.401,0.024,7,2009
2009-07-19,2009-07-25,NORDESTE,ALAGOAS,GASOLINA COMUM,106,R$/l,2.635,0.075,2.49,2.8,0.403,0.0279999999999999,2.232,0.052,2.1288,2.3849,0.023,7,2009
2009-07-19,2009-07-25,NORDESTE,BAHIA,GASOLINA COMUM,415,R$/l,2.669,0.099,2.38,2.954,0.441,0.037,2.228,0.065,2.1142,2.4869,0.029,7,2009
2009-07-19,2009-07-25,NORDESTE,CEARA,GASOLINA COMUM,229,R$/l,2.601,0.113,2.39,2.9,0.37,0.043,2.231,0.045,2.1272,2.4,0.02,7,2009
2009-07-19,2009-07-25,NORDESTE,MARANHAO,GASOLINA COMUM,147,R$/l,2.592,0.135,2.249,2.99,0.397,0.052,2.195,0.044,2.11,2.2896,0.02,7,2009
2009-07-19,2009-07-25,NORDESTE,PARAIBA,GASOLINA COMUM,134,R$/l,2.42,0.085,2.25,2.73,0.305,0.035,2.115,0.039,1.99,2.196,0.018,7,2009
2009-07-19,2009-07-25,NORDESTE,PERNAMBUCO,GASOLINA COMUM,340,R$/l,2.588,0.099,2.339,2.92,0.399,0.038,2.189,0.055,2.09,2.375,0.025,7,2009
2009-07-19,2009-07-25,NORDESTE,PIAUI,GASOLINA COMUM,107,R$/l,2.55,0.06,2.39,2.69,0.375,0.024,2.175,0.043,2.08,2.33,0.02,7,2009
2009-07-19,2009-07-25,NORDESTE,RIO GRANDE DO NORTE,GASOLINA COMUM,122,R$/l,2.598,0.047,2.5,2.699,0.464,0.018,2.134,0.045,2.05,2.2454,0.021,7,2009
2009-07-19,2009-07-25,NORDESTE,SERGIPE,GASOLINA COMUM,63,R$/l,2.522,0.083,2.399,2.77,0.298,0.033,2.224,0.051,2.1271,2.4182,0.023,7,2009
2009-07-19,2009-07-25,NORTE,ACRE,GASOLINA COMUM,56,R$/l,2.966,0.179,2.87,3.33,0.552,0.06,2.414,0.131,2.3057,2.7,0.054,7,2009
2009-07-19,2009-07-25,NORTE,AMAPA,GASOLINA COMUM,41,R$/l,2.666,0.0969999999999999,2.62,2.98,0.445,0.036,2.221,0.053,2.182,2.4113,0.024,7,2009
2009-07-19,2009-07-25,NORTE,AMAZONAS,GASOLINA COMUM,126,R$/l,2.513,0.168999999999999,2.32,3.0,0.348,0.067,2.165,0.056,2.08,2.38,0.026,7,2009
2009-07-19,2009-07-25,NORTE,PARA,GASOLINA COMUM,199,R$/l,2.752,0.134,2.45,3.12,0.395,0.049,2.357,0.05,2.24,2.5076,0.021,7,2009
2009-07-19,2009-07-25,NORTE,RONDONIA,GASOLINA COMUM,105,R$/l,2.652,0.179,2.29,3.19,0.426,0.067,2.226,0.037,2.19,2.3278,0.017,7,2009
2009-07-19,2009-07-25,NORTE,RORAIMA,GASOLINA COMUM,33,R$/l,2.701,0.131,2.68,3.15,0.41,0.049,2.291,0.079,2.11,2.4128,0.034,7,2009
2009-07-19,2009-07-25,NORTE,TOCANTINS,GASOLINA COMUM,61,R$/l,2.73,0.088,2.48,2.85,0.52,0.032,2.21,0.049,2.13,2.283,0.022,7,2009
2009-07-19,2009-07-25,SUDESTE,ESPIRITO SANTO,GASOLINA COMUM,197,R$/l,2.616,0.083,2.39,2.795,0.363,0.032,2.253,0.041,2.1679,2.3604,0.018,7,2009
2009-07-19,2009-07-25,SUDESTE,MINAS GERAIS,GASOLINA COMUM,1003,R$/l,2.428,0.129,2.159,2.82,0.301,0.053,2.127,0.052,2.0,2.2913,0.024,7,2009
2009-07-19,2009-07-25,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,744,R$/l,2.548,0.127,2.299,3.229,0.279,0.05,2.269,0.052,2.165,2.4095,0.023,7,2009
2009-07-19,2009-07-25,SUDESTE,SAO PAULO,GASOLINA COMUM,2390,R$/l,2.372,0.100999999999999,2.129,2.71,0.317,0.043,2.055,0.06,1.858,2.31,0.029,7,2009
2009-07-19,2009-07-25,SUL,PARANA,GASOLINA COMUM,567,R$/l,2.477,0.081,2.25,2.699,0.279,0.033,2.198,0.045,2.016,2.35,0.02,7,2009
2009-07-19,2009-07-25,SUL,RIO GRANDE DO SUL,GASOLINA COMUM,615,R$/l,2.553,0.094,2.36,2.84,0.363,0.037,2.19,0.053,2.028,2.4077,0.024,7,2009
2009-07-19,2009-07-25,SUL,SANTA CATARINA,GASOLINA COMUM,394,R$/l,2.471,0.102,2.089,2.811,0.334,0.0409999999999999,2.137,0.046,1.988,2.2952,0.022,7,2009
2009-07-26,2009-08-01,CENTRO OESTE,DISTRITO FEDERAL,GASOLINA COMUM,89,R$/l,2.653,0.023,2.549,2.69,0.475,0.009,2.178,0.058,2.075,2.281,0.027,7,2009
2009-07-26,2009-08-01,CENTRO OESTE,GOIAS,GASOLINA COMUM,257,R$/l,2.567,0.075,2.19,2.73,0.355,0.0289999999999999,2.212,0.046,2.14,2.39,0.021,7,2009
2009-07-26,2009-08-01,CENTRO OESTE,MATO GROSSO,GASOLINA COMUM,140,R$/l,2.727,0.122,2.53,3.05,0.439,0.045,2.288,0.069,2.201,2.4702,0.03,7,2009
2009-07-26,2009-08-01,CENTRO OESTE,MATO GROSSO DO SUL,GASOLINA COMUM,137,R$/l,2.667,0.12,2.398,2.879,0.403,0.045,2.264,0.061,2.162,2.46,0.027,7,2009
2009-07-26,2009-08-01,NORDESTE,ALAGOAS,GASOLINA COMUM,105,R$/l,2.635,0.076,2.49,2.8,0.411,0.0289999999999999,2.224,0.05,2.1307,2.3849,0.022,7,2009
2009-07-26,2009-08-01,NORDESTE,BAHIA,GASOLINA COMUM,416,R$/l,2.665,0.103,2.299,2.93,0.446,0.039,2.219,0.065,2.1,2.4029,0.029,7,2009
2009-07-26,2009-08-01,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.599,0.115,2.39,2.9,0.369,0.044,2.23,0.043,2.1289,2.39,0.019,7,2009
2009-07-26,2009-08-01,NORDESTE,MARANHAO,GASOLINA COMUM,147,R$/l,2.59,0.142,2.249,2.99,0.404,0.055,2.186,0.04,2.12,2.2966,0.018,7,2009
2009-07-26,2009-08-01,NORDESTE,PARAIBA,GASOLINA COMUM,130,R$/l,2.421,0.088,2.25,2.73,0.301,0.036,2.12,0.038,1.99,2.2108,0.018,7,2009
2009-07-26,2009-08-01,NORDESTE,PERNAMBUCO,GASOLINA COMUM,336,R$/l,2.589,0.104,2.339,2.92,0.408,0.04,2.181,0.05,2.09,2.3591,0.023,7,2009
2009-07-26,2009-08-01,NORDESTE,PIAUI,GASOLINA COMUM,107,R$/l,2.537,0.064,2.49,2.69,0.361,0.025,2.176,0.047,2.017,2.33,0.022,7,2009
2009-07-26,2009-08-01,NORDESTE,RIO GRANDE DO NORTE,GASOLINA COMUM,121,R$/l,2.598,0.047,2.5,2.699,0.456,0.018,2.142,0.04,2.06,2.2675,0.019,7,2009
2009-07-26,2009-08-01,NORDESTE,SERGIPE,GASOLINA COMUM,64,R$/l,2.523,0.081,2.389,2.77,0.3,0.032,2.223,0.055,2.0356,2.4182,0.025,7,2009
2009-07-26,2009-08-01,NORTE,ACRE,GASOLINA COMUM,56,R$/l,2.967,0.179,2.87,3.33,0.546,0.06,2.421,0.123,2.3057,2.7,0.051,7,2009
2009-07-26,2009-08-01,NORTE,AMAPA,GASOLINA COMUM,39,R$/l,2.67,0.104,2.62,2.98,0.46,0.039,2.21,0.054,2.182,2.4115,0.024,7,2009
2009-07-26,2009-08-01,NORTE,AMAZONAS,GASOLINA COMUM,129,R$/l,2.379,0.226999999999999,2.15,3.0,0.223,0.095,2.156,0.078,1.86,2.4719,0.036,7,2009
2009-07-26,2009-08-01,NORTE,PARA,GASOLINA COMUM,203,R$/l,2.749,0.136999999999999,2.389,3.17,0.391,0.05,2.358,0.046,2.2499,2.4374,0.02,7,2009
2009-07-26,2009-08-01,NORTE,RONDONIA,GASOLINA COMUM,104,R$/l,2.658,0.168,2.29,3.19,0.427,0.063,2.231,0.034,2.19,2.3278,0.015,7,2009
2009-07-26,2009-08-01,NORTE,RORAIMA,GASOLINA COMUM,34,R$/l,2.697,0.131,2.68,3.15,0.428,0.049,2.269,0.083,2.11,2.4128,0.037,7,2009
2009-07-26,2009-08-01,NORTE,TOCANTINS,GASOLINA COMUM,63,R$/l,2.732,0.092,2.48,2.85,0.527,0.034,2.205,0.057,2.1062,2.3633,0.026,7,2009
2009-07-26,2009-08-01,SUDESTE,ESPIRITO SANTO,GASOLINA COMUM,195,R$/l,2.61,0.089,2.39,2.795,0.361,0.034,2.249,0.046,2.1679,2.3604,0.02,7,2009
2009-07-26,2009-08-01,SUDESTE,MINAS GERAIS,GASOLINA COMUM,1004,R$/l,2.432,0.125,2.179,2.82,0.3,0.051,2.132,0.052,2.0,2.2913,0.024,7,2009
2009-07-26,2009-08-01,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,743,R$/l,2.548,0.119,2.29,2.9,0.276,0.047,2.272,0.051,2.18,2.4488,0.022,7,2009
2009-07-26,2009-08-01,SUDESTE,SAO PAULO,GASOLINA COMUM,2379,R$/l,2.371,0.100999999999999,2.129,2.799,0.318,0.043,2.053,0.064,1.835,2.31,0.031,7,2009
2009-07-26,2009-08-01,SUL,PARANA,GASOLINA COMUM,566,R$/l,2.469,0.083,2.25,2.699,0.276,0.034,2.193,0.047,2.035,2.35,0.021,7,2009
2009-07-26,2009-08-01,SUL,RIO GRANDE DO SUL,GASOLINA COMUM,617,R$/l,2.565,0.093,2.34,2.84,0.38,0.036,2.185,0.053,2.032,2.4094,0.024,7,2009
2009-07-26,2009-08-01,SUL,SANTA CATARINA,GASOLINA COMUM,396,R$/l,2.468,0.099,2.088,2.811,0.33,0.04,2.138,0.044,2.025,2.2959,0.021,7,2009
2009-08-02,2009-08-08,CENTRO OESTE,DISTRITO FEDERAL,GASOLINA COMUM,90,R$/l,2.668,0.019,2.61,2.79,0.444,0.0069999999999999,2.224,0.032,2.121,2.2752,0.014,8,2009
2009-08-02,2009-08-08,CENTRO OESTE,GOIAS,GASOLINA COMUM,257,R$/l,2.566,0.0819999999999999,2.27,2.73,0.352,0.032,2.214,0.046,2.14,2.312,0.021,8,2009
2009-08-02,2009-08-08,CENTRO OESTE,MATO GROSSO,GASOLINA COMUM,141,R$/l,2.728,0.114,2.53,3.05,0.436,0.042,2.292,0.07,2.179,2.4693,0.031,8,2009
2009-08-02,2009-08-08,CENTRO OESTE,MATO GROSSO DO SUL,GASOLINA COMUM,137,R$/l,2.693,0.099,2.4,2.89,0.402,0.037,2.291,0.047,2.2,2.38,0.021,8,2009
2009-08-02,2009-08-08,NORDESTE,ALAGOAS,GASOLINA COMUM,106,R$/l,2.628,0.075,2.49,2.798,0.4,0.0289999999999999,2.228,0.053,2.132,2.3849,0.024,8,2009
2009-08-02,2009-08-08,NORDESTE,BAHIA,GASOLINA COMUM,414,R$/l,2.669,0.102,2.299,2.93,0.437,0.038,2.232,0.065,2.12,2.408,0.029,8,2009
2009-08-02,2009-08-08,NORDESTE,CEARA,GASOLINA COMUM,229,R$/l,2.6,0.111999999999999,2.39,2.9,0.363,0.043,2.237,0.044,2.146,2.39,0.02,8,2009
2009-08-02,2009-08-08,NORDESTE,MARANHAO,GASOLINA COMUM,148,R$/l,2.582,0.142,2.259,2.99,0.382,0.055,2.2,0.044,2.1046,2.2966,0.02,8,2009
2009-08-02,2009-08-08,NORDESTE,PARAIBA,GASOLINA COMUM,132,R$/l,2.419,0.086,2.25,2.73,0.294,0.036,2.125,0.037,2.015,2.2108,0.017,8,2009
2009-08-02,2009-08-08,NORDESTE,PERNAMBUCO,GASOLINA COMUM,339,R$/l,2.586,0.104,2.34,2.92,0.404,0.04,2.182,0.055,2.0905,2.375,0.025,8,2009
2009-08-02,2009-08-08,NORDESTE,PIAUI,GASOLINA COMUM,107,R$/l,2.527,0.07,2.4,2.69,0.35,0.0279999999999999,2.177,0.037,2.07,2.33,0.017,8,2009
2009-08-02,2009-08-08,NORDESTE,RIO GRANDE DO NORTE,GASOLINA COMUM,122,R$/l,2.597,0.047,2.5,2.699,0.452,0.018,2.145,0.044,2.06,2.2675,0.021,8,2009
2009-08-02,2009-08-08,NORDESTE,SERGIPE,GASOLINA COMUM,64,R$/l,2.577,0.084,2.399,2.77,0.337,0.033,2.24,0.056,2.115,2.4182,0.025,8,2009
2009-08-02,2009-08-08,NORTE,ACRE,GASOLINA COMUM,56,R$/l,2.965,0.18,2.87,3.33,0.546,0.061,2.419,0.131,2.3013,2.7,0.054,8,2009
2009-08-02,2009-08-08,NORTE,AMAPA,GASOLINA COMUM,38,R$/l,2.667,0.098,2.62,2.98,0.452,0.037,2.215,0.055,2.1714,2.4115,0.025,8,2009
2009-08-02,2009-08-08,NORTE,AMAZONAS,GASOLINA COMUM,129,R$/l,2.397,0.236,2.18,3.0,0.261,0.098,2.136,0.07,2.0595,2.38,0.033,8,2009
2009-08-02,2009-08-08,NORTE,PARA,GASOLINA COMUM,204,R$/l,2.753,0.135,2.49,3.17,0.391,0.049,2.362,0.044,2.2399,2.4374,0.019,8,2009
2009-08-02,2009-08-08,NORTE,RONDONIA,GASOLINA COMUM,105,R$/l,2.65,0.18,2.29,3.19,0.422,0.068,2.228,0.044,2.1899,2.321,0.02,8,2009
2009-08-02,2009-08-08,NORTE,RORAIMA,GASOLINA COMUM,38,R$/l,2.701,0.123,2.68,3.15,0.421,0.046,2.28,0.088,2.11,2.3828,0.039,8,2009
2009-08-02,2009-08-08,NORTE,TOCANTINS,GASOLINA COMUM,61,R$/l,2.728,0.089,2.48,2.85,0.523,0.033,2.205,0.06,2.115,2.3633,0.027,8,2009
2009-08-02,2009-08-08,SUDESTE,ESPIRITO SANTO,GASOLINA COMUM,197,R$/l,2.606,0.087,2.39,2.795,0.351,0.033,2.255,0.045,2.1679,2.375,0.02,8,2009
2009-08-02,2009-08-08,SUDESTE,MINAS GERAIS,GASOLINA COMUM,1003,R$/l,2.43,0.125,2.179,2.82,0.298,0.051,2.132,0.05,2.0,2.322,0.023,8,2009
2009-08-02,2009-08-08,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,744,R$/l,2.549,0.126,2.29,3.229,0.28,0.049,2.269,0.049,2.1202,2.4088,0.022,8,2009
2009-08-02,2009-08-08,SUDESTE,SAO PAULO,GASOLINA COMUM,2388,R$/l,2.375,0.099,2.129,2.71,0.313,0.042,2.062,0.06,1.83,2.31,0.029,8,2009
2009-08-02,2009-08-08,SUL,PARANA,GASOLINA COMUM,565,R$/l,2.463,0.086,2.268,2.69,0.267,0.035,2.196,0.044,2.035,2.35,0.02,8,2009
2009-08-02,2009-08-08,SUL,RIO GRANDE DO SUL,GASOLINA COMUM,614,R$/l,2.579,0.085,2.369,2.84,0.387,0.033,2.192,0.052,2.007,2.3775,0.024,8,2009
2009-08-02,2009-08-08,SUL,SANTA CATARINA,GASOLINA COMUM,395,R$/l,2.476,0.098,2.089,2.74,0.34,0.04,2.136,0.044,1.999,2.2588,0.021,8,2009
2009-08-09,2009-08-15,CENTRO OESTE,DISTRITO FEDERAL,GASOLINA COMUM,88,R$/l,2.654,0.02,2.559,2.69,0.431,0.008,2.223,0.044,2.08,2.28,0.02,8,2009
2009-08-09,2009-08-15,CENTRO OESTE,GOIAS,GASOLINA COMUM,260,R$/l,2.565,0.081,2.24,2.74,0.349,0.032,2.216,0.048,2.1399,2.317,0.022,8,2009
2009-08-09,2009-08-15,CENTRO OESTE,MATO GROSSO,GASOLINA COMUM,138,R$/l,2.727,0.119,2.53,3.05,0.438,0.044,2.289,0.071,2.2,2.4702,0.031,8,2009
2009-08-09,2009-08-15,CENTRO OESTE,MATO GROSSO DO SUL,GASOLINA COMUM,135,R$/l,2.675,0.115,2.45,2.899,0.394,0.043,2.281,0.055,2.162,2.38,0.024,8,2009
2009-08-09,2009-08-15,NORDESTE,ALAGOAS,GASOLINA COMUM,106,R$/l,2.63,0.078,2.49,2.8,0.411,0.03,2.219,0.054,2.132,2.3849,0.024,8,2009
2009-08-09,2009-08-15,NORDESTE,BAHIA,GASOLINA COMUM,415,R$/l,2.666,0.103,2.299,2.93,0.437,0.039,2.229,0.069,2.12,2.4119,0.031,8,2009
2009-08-09,2009-08-15,NORDESTE,CEARA,GASOLINA COMUM,230,R$/l,2.601,0.113,2.39,2.9,0.372,0.043,2.229,0.043,2.1272,2.39,0.019,8,2009
2009-08-09,2009-08-15,NORDESTE,MARANHAO,GASOLINA COMUM,149,R$/l,2.588,0.142,2.259,2.99,0.391,0.055,2.197,0.045,2.1148,2.3158,0.02,8,2009
2009-08-09,2009-08-15,NORDESTE,PARAIBA,GASOLINA COMUM,131,R$/l,2.428,0.095,2.25,2.73,0.303,0.039,2.125,0.038,2.013,2.2161,0.018,8,2009
2009-08-09,2009-08-15,NORDESTE,PERNAMBUCO,GASOLINA COMUM,337,R$/l,2.591,0.099,2.339,2.92,0.401,0.038,2.19,0.055,2.0905,2.3591,0.025,8,2009
2009-08-09,2009-08-15,NORDESTE,PIAUI,GASOLINA COMUM,107,R$/l,2.513,0.078,2.44,2.69,0.328,0.031,2.185,0.053,2.08,2.33,0.024,8,2009
2009-08-09,2009-08-15,NORDESTE,RIO GRANDE DO NORTE,GASOLINA COMUM,121,R$/l,2.598,0.048,2.5,2.69,0.443,0.018,2.155,0.044,2.063,2.2675,0.02,8,2009
2009-08-09,2009-08-15,NORDESTE,SERGIPE,GASOLINA COMUM,64,R$/l,2.582,0.078,2.389,2.77,0.331,0.03,2.251,0.058,2.0831,2.4182,0.026,8,2009
2009-08-09,2009-08-15,NORTE,ACRE,GASOLINA COMUM,55,R$/l,2.966,0.18,2.87,3.33,0.544,0.061,2.422,0.127,2.3013,2.7,0.052,8,2009
2009-08-09,2009-08-15,NORTE,AMAPA,GASOLINA COMUM,36,R$/l,2.671,0.107,2.62,2.98,0.461,0.04,2.21,0.053,2.1599,2.4115,0.024,8,2009
2009-08-09,2009-08-15,NORTE,AMAZONAS,GASOLINA COMUM,129,R$/l,2.582,0.161,2.17,3.0,0.448,0.062,2.134,0.074,2.0447,2.38,0.035,8,2009
2009-08-09,2009-08-15,NORTE,PARA,GASOLINA COMUM,203,R$/l,2.75,0.133,2.45,3.17,0.388,0.048,2.362,0.043,2.2429,2.4307,0.018,8,2009
2009-08-09,2009-08-15,NORTE,RONDONIA,GASOLINA COMUM,104,R$/l,2.658,0.168,2.29,3.19,0.426,0.063,2.232,0.027,2.2,2.2896,0.012,8,2009
2009-08-09,2009-08-15,NORTE,RORAIMA,GASOLINA COMUM,33,R$/l,2.7,0.13,2.68,3.15,0.43,0.048,2.27,0.081,2.11,2.367,0.036,8,2009
2009-08-09,2009-08-15,NORTE,TOCANTINS,GASOLINA COMUM,65,R$/l,2.727,0.087,2.48,2.85,0.517,0.032,2.21,0.062,2.145,2.3633,0.028,8,2009
2009-08-09,2009-08-15,SUDESTE,ESPIRITO SANTO,GASOLINA COMUM,194,R$/l,2.609,0.088,2.39,2.795,0.363,0.034,2.246,0.041,2.16,2.351,0.018,8,2009
2009-08-09,2009-08-15,SUDESTE,MINAS GERAIS,GASOLINA COMUM,1004,R$/l,2.432,0.124,2.179,2.82,0.301,0.051,2.131,0.049,2.0,2.322,0.023,8,2009
2009-08-09,2009-08-15,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,747,R$/l,2.551,0.119,2.299,2.9,0.274,0.047,2.277,0.051,2.18,2.4488,0.022,8,2009
2009-08-09,2009-08-15,SUDESTE,SAO PAULO,GASOLINA COMUM,2401,R$/l,2.373,0.100999999999999,2.119,2.71,0.313,0.043,2.06,0.062,1.86,2.31,0.03,8,2009
2009-08-09,2009-08-15,SUL,PARANA,GASOLINA COMUM,568,R$/l,2.466,0.084,2.249,2.699,0.265,0.034,2.201,0.041,2.07,2.35,0.019,8,2009
2009-08-09,2009-08-15,SUL,RIO GRANDE DO SUL,GASOLINA COMUM,616,R$/l,2.581,0.084,2.34,2.84,0.392,0.033,2.189,0.05,2.073,2.3775,0.023,8,2009
2009-08-09,2009-08-15,SUL,SANTA CATARINA,GASOLINA COMUM,390,R$/l,2.485,0.094,2.049,2.74,0.347,0.038,2.138,0.047,1.94,2.265,0.022,8,2009
2009-08-30,2009-09-05,CENTRO OESTE,DISTRITO FEDERAL,GASOLINA COMUM,81,R$/l,2.668,0.017,2.61,2.769,0.46,0.006,2.208,0.049,2.1005,2.2827,0.022,8,2009
2009-08-30,2009-09-05,CENTRO OESTE,GOIAS,GASOLINA COMUM,60,R$/l,2.558,0.033,2.45,2.599,0.328,0.013,2.23,0.047,2.14,2.2941,0.021,8,2009
2009-08-30,2009-09-05,CENTRO OESTE,MATO GROSSO,GASOLINA COMUM,33,R$/l,2.595,0.035,2.57,2.69,0.309,0.013,2.286,0.038,2.2301,2.3737,0.017,8,2009
2009-08-30,2009-09-05,CENTRO OESTE,MATO GROSSO DO SUL,GASOLINA COMUM,46,R$/l,2.566,0.091,2.39,2.699,0.307,0.035,2.259,0.025,2.2029,2.3151,0.011,8,2009
2009-08-30,2009-09-05,NORDESTE,ALAGOAS,GASOLINA COMUM,42,R$/l,2.625,0.052,2.52,2.75,0.403,0.02,2.222,0.047,2.1261,2.342,0.021,8,2009
2009-08-30,2009-09-05,NORDESTE,BAHIA,GASOLINA COMUM,100,R$/l,2.67,0.034,2.55,2.79,0.431,0.013,2.239,0.066,2.128,2.35,0.029,8,2009
2009-08-30,2009-09-05,NORDESTE,CEARA,GASOLINA COMUM,91,R$/l,2.545,0.098,2.11,2.779,0.331,0.039,2.214,0.025,2.1562,2.2678,0.011,8,2009
2009-08-30,2009-09-05,NORDESTE,MARANHAO,GASOLINA COMUM,29,R$/l,2.574,0.077,2.48,2.839,0.354,0.03,2.22,0.0,2.2202,2.2202,0.0,8,2009
2009-08-30,2009-09-05,NORDESTE,PARAIBA,GASOLINA COMUM,50,R$/l,2.412,0.051,2.32,2.59,0.277,0.021,2.135,0.036,2.063,2.2118,0.017,8,2009
2009-08-30,2009-09-05,NORDESTE,PERNAMBUCO,GASOLINA COMUM,57,R$/l,2.561,0.047,2.45,2.629,0.382,0.018,2.179,0.038,2.0909,2.2503,0.017,8,2009
2009-08-30,2009-09-05,NORDESTE,PIAUI,GASOLINA COMUM,36,R$/l,2.463,0.051,2.4,2.68,0.299,0.021,2.164,0.037,2.07,2.2323,0.017,8,2009
2009-08-30,2009-09-05,NORDESTE,RIO GRANDE DO NORTE,GASOLINA COMUM,46,R$/l,2.561,0.031,2.49,2.599,0.427,0.012,2.134,0.054,2.0,2.2255,0.025,8,2009
2009-08-30,2009-09-05,NORDESTE,SERGIPE,GASOLINA COMUM,21,R$/l,2.592,0.063,2.499,2.67,0.326,0.024,2.266,0.041,2.188,2.3274,0.018,8,2009
2009-08-30,2009-09-05,NORTE,ACRE,GASOLINA COMUM,24,R$/l,2.907,0.018,2.87,2.93,0.688,0.006,2.219,0.182,2.0,2.4318,0.082,8,2009
