DATA INICIAL,DATA FINAL,REGIÃO,ESTADO,PRODUTO,NÚMERO DE POSTOS PESQUISADOS,UNIDADE DE MEDIDA,PREÇO MÉDIO REVENDA,DESVIO PADRÃO REVENDA,PREÇO MÍNIMO REVENDA,PREÇO MÁXIMO REVENDA,MARGEM MÉDIA REVENDA,COEF DE VARIAÇÃO REVENDA,PREÇO MÉDIO DISTRIBUIÇÃO,DESVIO PADRÃO DISTRIBUIÇÃO,PREÇO MÍNIMO DISTRIBUIÇÃO,PREÇO MÁXIMO DISTRIBUIÇÃO,COEF DE VARIAÇÃO DISTRIBUIÇÃO,MÊS,ANO
2012-06-17,2012-06-23,SUDESTE,RIO DE JANEIRO,GNV,192,R$/m3,1.654,0.147,1.359,2.099,0.438,0.089,1.216,0.132,1.0182,1.4898,0.109,6,2012
2012-06-17,2012-06-23,SUDESTE,SAO PAULO,GNV,95,R$/m3,1.486,0.212,1.249,2.579,0.233,0.143,1.253,0.163,0.9673,1.629,0.13,6,2012
2012-06-17,2012-06-23,SUL,RIO GRANDE DO SUL,GNV,39,R$/m3,1.915,0.115999999999999,1.879,2.49,0.444,0.061,1.471,0.162,1.4378,1.7664,0.11,6,2012
2012-06-17,2012-06-23,SUL,SANTA CATARINA,GNV,38,R$/m3,1.993,0.094,1.799,2.22,0.395,0.047,1.598,0.001,1.5976,1.5987,0.001,6,2012
2012-06-24,2012-06-30,NORDESTE,ALAGOAS,GNV,7,R$/m3,1.892,0.004,1.885,1.899,0.502,0.002,1.39,0.036,1.351,1.4167,0.026,6,2012
2012-06-24,2012-06-30,NORDESTE,BAHIA,GNV,34,R$/m3,1.657,0.131,1.49,1.99,0.401,0.079,1.256,0.152,1.0955,1.7084,0.121,6,2012
2012-06-24,2012-06-30,NORDESTE,CEARA,GNV,13,R$/m3,1.892,0.019,1.85,1.94,0.458,0.01,1.434,0.116,1.2677,1.6141,0.081,6,2012
2012-06-24,2012-06-30,NORDESTE,PARAIBA,GNV,11,R$/m3,1.765,0.016,1.75,1.799,0.427,0.009,1.338,0.089,1.29,1.4688,0.067,6,2012
2012-06-24,2012-06-30,NORDESTE,PERNAMBUCO,GNV,25,R$/m3,1.799,0.0,1.799,1.799,0.504,0.0,1.295,0.143,1.0761,1.4664,0.11,6,2012
2012-06-24,2012-06-30,NORDESTE,RIO GRANDE DO NORTE,GNV,15,R$/m3,1.91,0.047,1.86,1.999,0.569,0.025,1.341,0.107,1.2557,1.4804,0.08,6,2012
2012-06-24,2012-06-30,NORDESTE,SERGIPE,GNV,14,R$/m3,1.867,0.149,1.785,2.369,0.471,0.08,1.396,0.236,1.125,1.551,0.169,6,2012
2012-06-24,2012-06-30,NORTE,AMAZONAS,GNV,2,R$/m3,1.85,0.0,1.85,1.85,0.36,0.0,1.49,0.0,1.49,1.49,0.0,6,2012
2012-06-24,2012-06-30,SUDESTE,MINAS GERAIS,GNV,20,R$/m3,1.633,0.151,1.479,1.985,0.258,0.092,1.375,0.047,1.375,1.441,0.034,6,2012
2012-06-24,2012-06-30,SUDESTE,RIO DE JANEIRO,GNV,196,R$/m3,1.665,0.132,1.399,2.099,0.419,0.079,1.246,0.112,1.0551,1.4773,0.09,6,2012
2012-06-24,2012-06-30,SUDESTE,SAO PAULO,GNV,99,R$/m3,1.497,0.17,1.349,2.247,0.357,0.114,1.14,0.223,0.7915,1.749,0.196,6,2012
2012-06-24,2012-06-30,SUL,RIO GRANDE DO SUL,GNV,34,R$/m3,1.914,0.079,1.879,2.24,0.443,0.0409999999999999,1.471,0.186,1.4373,1.7664,0.126,6,2012
2012-06-24,2012-06-30,SUL,SANTA CATARINA,GNV,35,R$/m3,2.001,0.074,1.799,2.22,0.632,0.037,1.369,0.276,1.2066,1.5976,0.202,6,2012
2012-07-01,2012-07-07,CENTRO OESTE,MATO GROSSO,GNV,3,R$/m3,1.82,0.0579999999999999,1.79,1.89,0.42,0.032,1.4,0.0,1.4,1.4,0.0,7,2012
2012-07-01,2012-07-07,CENTRO OESTE,MATO GROSSO DO SUL,GNV,2,R$/m3,1.905,0.064,1.899,1.989,0.31,0.034,1.595,0.175,1.3646,1.6114,0.11,7,2012
2012-07-01,2012-07-07,NORDESTE,ALAGOAS,GNV,10,R$/m3,1.891,0.003,1.885,1.899,0.545,0.002,1.346,0.09,1.196,1.4167,0.067,7,2012
2012-07-01,2012-07-07,NORDESTE,BAHIA,GNV,40,R$/m3,1.677,0.088,1.5,1.99,0.375,0.052,1.302,0.127,1.0848,1.7084,0.098,7,2012
2012-07-01,2012-07-07,NORDESTE,CEARA,GNV,18,R$/m3,1.897,0.026,1.879,1.999,0.488,0.0139999999999999,1.409,0.064,1.3635,1.5251,0.045,7,2012
2012-07-01,2012-07-07,NORDESTE,PARAIBA,GNV,16,R$/m3,1.77,0.025,1.75,1.81,0.429,0.0139999999999999,1.341,0.094,1.28,1.4695,0.07,7,2012
2012-07-01,2012-07-07,NORDESTE,PERNAMBUCO,GNV,32,R$/m3,1.799,0.051,1.799,2.059,0.444,0.0279999999999999,1.355,0.09,1.1975,1.3797,0.066,7,2012
2012-07-01,2012-07-07,NORDESTE,RIO GRANDE DO NORTE,GNV,18,R$/m3,1.908,0.042,1.86,1.99,0.496,0.022,1.412,0.11,1.2657,1.4781,0.078,7,2012
2012-07-01,2012-07-07,NORDESTE,SERGIPE,GNV,7,R$/m3,1.826,0.04,1.785,1.899,0.479,0.022,1.347,0.202,1.1253,1.5512,0.15,7,2012
2012-07-01,2012-07-07,SUDESTE,ESPIRITO SANTO,GNV,5,R$/m3,1.84,0.009,1.84,1.86,0.68,0.005,1.16,0.368,1.1599,1.6799,0.317,7,2012
2012-07-01,2012-07-07,SUDESTE,MINAS GERAIS,GNV,19,R$/m3,1.647,0.183,1.449,1.985,0.269,0.111,1.378,0.037,1.375,1.441,0.027,7,2012
2012-07-01,2012-07-07,SUDESTE,RIO DE JANEIRO,GNV,179,R$/m3,1.661,0.15,1.379,2.079,0.394,0.09,1.267,0.123,1.0182,1.4937,0.097,7,2012
2012-07-01,2012-07-07,SUDESTE,SAO PAULO,GNV,85,R$/m3,1.5,0.188,1.349,2.299,0.381,0.125,1.119,0.159,0.9772,1.664,0.142,7,2012
2012-07-01,2012-07-07,SUL,RIO GRANDE DO SUL,GNV,37,R$/m3,1.961,0.061,1.869,2.24,0.519,0.031,1.442,0.077,1.2434,1.4621,0.053,7,2012
2012-07-01,2012-07-07,SUL,SANTA CATARINA,GNV,42,R$/m3,2.005,0.072,1.799,2.229,0.43,0.036,1.575,0.039,1.5311,1.5987,0.025,7,2012
2012-07-08,2012-07-14,CENTRO OESTE,GOIAS,GNV,1,R$/m3,2.19,0.0,2.19,2.19,0.279,0.0,1.911,0.0,1.9112,1.9112,0.0,7,2012
2012-07-08,2012-07-14,CENTRO OESTE,MATO GROSSO,GNV,3,R$/m3,1.82,0.0579999999999999,1.79,1.89,0.42,0.032,1.4,0.0,1.4,1.4,0.0,7,2012
2012-07-08,2012-07-14,CENTRO OESTE,MATO GROSSO DO SUL,GNV,6,R$/m3,1.898,0.04,1.889,1.989,0.458,0.021,1.44,0.132,1.3646,1.6643,0.092,7,2012
2012-07-08,2012-07-14,NORDESTE,ALAGOAS,GNV,10,R$/m3,1.891,0.003,1.885,1.896,0.495,0.002,1.396,0.026,1.3513,1.4167,0.019,7,2012
2012-07-08,2012-07-14,NORDESTE,BAHIA,GNV,30,R$/m3,1.653,0.122,1.45,1.99,0.373,0.074,1.28,0.181,1.0848,1.7084,0.141,7,2012
2012-07-08,2012-07-14,NORDESTE,CEARA,GNV,15,R$/m3,1.88,0.0279999999999999,1.799,1.899,0.435,0.015,1.445,0.084,1.3635,1.5251,0.058,7,2012
2012-07-08,2012-07-14,NORDESTE,PARAIBA,GNV,11,R$/m3,1.772,0.02,1.76,1.81,0.421,0.011,1.351,0.092,1.28,1.4695,0.068,7,2012
2012-07-08,2012-07-14,NORDESTE,PERNAMBUCO,GNV,33,R$/m3,1.799,0.051,1.799,2.059,0.413,0.0279999999999999,1.386,0.099,1.1975,1.4247,0.071,7,2012
2012-07-08,2012-07-14,NORDESTE,RIO GRANDE DO NORTE,GNV,21,R$/m3,1.915,0.047,1.86,1.99,0.607,0.025,1.308,0.096,1.2657,1.4776,0.073,7,2012
2012-07-08,2012-07-14,NORDESTE,SERGIPE,GNV,8,R$/m3,1.82,0.042,1.785,1.899,0.395,0.023,1.425,0.201,1.1253,1.5512,0.141,7,2012
2012-07-08,2012-07-14,SUDESTE,ESPIRITO SANTO,GNV,4,R$/m3,1.79,0.036,1.79,1.86,0.567,0.02,1.223,0.235,1.0564,1.389,0.192,7,2012
2012-07-08,2012-07-14,SUDESTE,MINAS GERAIS,GNV,10,R$/m3,1.66,0.175,1.499,1.985,0.577,0.105,1.083,0.205,1.058,1.441,0.189,7,2012
2012-07-08,2012-07-14,SUDESTE,RIO DE JANEIRO,GNV,184,R$/m3,1.646,0.14,1.359,2.079,0.379,0.085,1.267,0.132,1.0254,1.4773,0.104,7,2012
2012-07-08,2012-07-14,SUDESTE,SAO PAULO,GNV,91,R$/m3,1.504,0.193,1.349,2.299,0.403,0.128,1.101,0.256,0.8704,1.83,0.233,7,2012
2012-07-08,2012-07-14,SUL,RIO GRANDE DO SUL,GNV,33,R$/m3,1.966,0.103,1.877,2.44,0.419,0.052,1.547,0.231,1.2434,1.8753,0.149,7,2012
2012-07-08,2012-07-14,SUL,SANTA CATARINA,GNV,31,R$/m3,2.012,0.084,1.799,2.229,0.404,0.042,1.608,0.015,1.5976,1.6187,0.009,7,2012
2012-07-15,2012-07-21,CENTRO OESTE,MATO GROSSO,GNV,2,R$/m3,1.82,0.071,1.79,1.89,0.265,0.039,1.555,0.0,1.5549,1.5549,0.0,7,2012
2012-07-15,2012-07-21,NORDESTE,ALAGOAS,GNV,10,R$/m3,1.887,0.013,1.85,1.899,0.471,0.0069999999999999,1.416,0.028,1.384,1.454,0.02,7,2012
2012-07-15,2012-07-21,NORDESTE,BAHIA,GNV,30,R$/m3,1.668,0.105,1.49,1.99,0.428,0.063,1.24,0.175,1.0582,1.7084,0.141,7,2012
2012-07-15,2012-07-21,NORDESTE,CEARA,GNV,8,R$/m3,1.886,0.032,1.799,1.89,0.441,0.017,1.445,0.092,1.3635,1.5251,0.064,7,2012
2012-07-15,2012-07-21,NORDESTE,PARAIBA,GNV,17,R$/m3,1.77,0.024,1.76,1.81,0.425,0.0139999999999999,1.345,0.097,1.28,1.4695,0.072,7,2012
2012-07-15,2012-07-21,NORDESTE,PERNAMBUCO,GNV,30,R$/m3,1.799,0.026,1.799,1.939,0.409,0.0139999999999999,1.39,0.126,1.1975,1.4247,0.091,7,2012
2012-07-15,2012-07-21,NORDESTE,RIO GRANDE DO NORTE,GNV,24,R$/m3,1.913,0.046,1.86,1.99,0.532,0.024,1.381,0.109,1.2657,1.4777,0.079,7,2012
2012-07-15,2012-07-21,NORDESTE,SERGIPE,GNV,9,R$/m3,1.851,0.044,1.785,1.899,0.532,0.024,1.319,0.274,1.1253,1.5123,0.208,7,2012
2012-07-15,2012-07-21,SUDESTE,MINAS GERAIS,GNV,13,R$/m3,1.654,0.187,1.499,1.999,0.276,0.113,1.378,0.073,1.375,1.503,0.053,7,2012
2012-07-15,2012-07-21,SUDESTE,RIO DE JANEIRO,GNV,187,R$/m3,1.648,0.146,1.379,2.079,0.341,0.089,1.307,0.133,1.0348,1.4928,0.102,7,2012
2012-07-15,2012-07-21,SUDESTE,SAO PAULO,GNV,90,R$/m3,1.498,0.181,1.349,2.299,0.376,0.121,1.122,0.246,0.7679,1.76,0.219,7,2012
2012-07-15,2012-07-21,SUL,PARANA,GNV,11,R$/m3,1.64,0.146,1.599,2.09,0.645,0.089,0.995,0.0,0.9947,0.9947,0.0,7,2012
2012-07-15,2012-07-21,SUL,RIO GRANDE DO SUL,GNV,38,R$/m3,1.982,0.0579999999999999,1.96,2.249,0.537,0.0289999999999999,1.445,0.258,1.2331,1.8503,0.179,7,2012
2012-07-15,2012-07-21,SUL,SANTA CATARINA,GNV,42,R$/m3,2.03,0.068,1.799,2.22,0.528,0.033,1.502,0.126,1.3569,1.6229,0.084,7,2012
2012-07-22,2012-07-28,NORDESTE,ALAGOAS,GNV,11,R$/m3,1.89,0.002,1.885,1.89,0.469,0.001,1.421,0.036,1.384,1.47,0.025,7,2012
2012-07-22,2012-07-28,NORDESTE,BAHIA,GNV,31,R$/m3,1.671,0.113,1.49,1.99,0.384,0.068,1.287,0.162,1.0955,1.7084,0.126,7,2012
2012-07-22,2012-07-28,NORDESTE,CEARA,GNV,13,R$/m3,1.892,0.019,1.85,1.94,0.433,0.01,1.459,0.102,1.3635,1.6141,0.07,7,2012
2012-07-22,2012-07-28,NORDESTE,PARAIBA,GNV,13,R$/m3,1.767,0.017,1.75,1.81,0.436,0.01,1.331,0.074,1.28,1.4695,0.056,7,2012
2012-07-22,2012-07-28,NORDESTE,PERNAMBUCO,GNV,32,R$/m3,1.799,0.025,1.799,1.939,0.472,0.0139999999999999,1.327,0.137,1.0781,1.4523,0.103,7,2012
2012-07-22,2012-07-28,NORDESTE,RIO GRANDE DO NORTE,GNV,19,R$/m3,1.903,0.046,1.86,1.99,0.565,0.024,1.338,0.112,1.2657,1.4777,0.084,7,2012
2012-07-22,2012-07-28,NORDESTE,SERGIPE,GNV,8,R$/m3,1.856,0.034,1.799,1.899,0.408,0.018,1.448,0.174,1.125,1.5202,0.12,7,2012
2012-07-22,2012-07-28,SUDESTE,ESPIRITO SANTO,GNV,10,R$/m3,1.866,0.205,1.79,2.32,0.676,0.11,1.19,0.0,1.1899,1.1899,0.0,7,2012
2012-07-22,2012-07-28,SUDESTE,MINAS GERAIS,GNV,18,R$/m3,1.665,0.15,1.499,1.985,0.29,0.09,1.375,0.091,1.375,1.503,0.066,7,2012
2012-07-22,2012-07-28,SUDESTE,RIO DE JANEIRO,GNV,188,R$/m3,1.659,0.134,1.379,2.079,0.415,0.081,1.244,0.131,1.0096,1.4773,0.105,7,2012
2012-07-22,2012-07-28,SUDESTE,SAO PAULO,GNV,90,R$/m3,1.524,0.183,1.349,2.579,0.368,0.12,1.156,0.189,0.8704,1.749,0.163,7,2012
2012-07-22,2012-07-28,SUL,RIO GRANDE DO SUL,GNV,32,R$/m3,1.974,0.068,1.889,2.249,0.491,0.034,1.483,0.274,1.4621,1.8503,0.185,7,2012
2012-07-22,2012-07-28,SUL,SANTA CATARINA,GNV,40,R$/m3,2.028,0.072,1.899,2.229,0.459,0.036,1.569,0.148,1.3006,1.6229,0.094,7,2012
2012-07-29,2012-08-04,CENTRO OESTE,MATO GROSSO,GNV,5,R$/m3,1.82,0.045,1.79,1.89,0.42,0.025,1.4,0.0,1.4,1.4,0.0,7,2012
2012-07-29,2012-08-04,CENTRO OESTE,MATO GROSSO DO SUL,GNV,5,R$/m3,1.947,0.027,1.899,1.959,0.532,0.0139999999999999,1.415,0.101,1.3646,1.566,0.071,7,2012
2012-07-29,2012-08-04,NORDESTE,ALAGOAS,GNV,11,R$/m3,1.891,0.002,1.885,1.896,0.493,0.001,1.398,0.091,1.206,1.4737,0.065,7,2012
2012-07-29,2012-08-04,NORDESTE,BAHIA,GNV,38,R$/m3,1.648,0.108,1.45,1.99,0.385,0.066,1.263,0.125,1.0582,1.6009,0.099,7,2012
2012-07-29,2012-08-04,NORDESTE,CEARA,GNV,22,R$/m3,1.897,0.023,1.879,1.999,0.472,0.012,1.425,0.074,1.3635,1.5251,0.052,7,2012
2012-07-29,2012-08-04,NORDESTE,PARAIBA,GNV,17,R$/m3,1.775,0.0279999999999999,1.75,1.84,0.435,0.016,1.34,0.083,1.29,1.4695,0.062,7,2012
2012-07-29,2012-08-04,NORDESTE,PERNAMBUCO,GNV,31,R$/m3,1.799,0.052,1.799,2.059,0.486,0.0289999999999999,1.313,0.139,1.0781,1.4523,0.106,7,2012
2012-07-29,2012-08-04,NORDESTE,RIO GRANDE DO NORTE,GNV,22,R$/m3,1.915,0.048,1.86,1.99,0.535,0.025,1.38,0.107,1.2657,1.4777,0.078,7,2012
2012-07-29,2012-08-04,NORDESTE,SERGIPE,GNV,10,R$/m3,1.88,0.163999999999999,1.83,2.369,0.424,0.087,1.456,0.13,1.2544,1.5202,0.089,7,2012
2012-07-29,2012-08-04,SUDESTE,MINAS GERAIS,GNV,14,R$/m3,1.694,0.193,1.499,1.999,0.296,0.114,1.398,0.065,1.375,1.503,0.046,7,2012
2012-07-29,2012-08-04,SUDESTE,RIO DE JANEIRO,GNV,183,R$/m3,1.648,0.147,1.359,2.079,0.338,0.089,1.31,0.13,1.0413,1.4968,0.099,7,2012
2012-07-29,2012-08-04,SUDESTE,SAO PAULO,GNV,93,R$/m3,1.503,0.198,1.349,2.399,0.377,0.132,1.126,0.23,0.8704,1.83,0.204,7,2012
2012-07-29,2012-08-04,SUL,RIO GRANDE DO SUL,GNV,34,R$/m3,1.975,0.091,1.949,2.49,0.537,0.046,1.438,0.0,1.4378,1.4378,0.0,7,2012
2012-07-29,2012-08-04,SUL,SANTA CATARINA,GNV,37,R$/m3,2.018,0.073,1.899,2.229,0.698,0.036,1.32,0.184,1.2066,1.6015,0.139,7,2012
2012-08-05,2012-08-11,CENTRO OESTE,MATO GROSSO,GNV,4,R$/m3,1.89,0.0,1.89,1.89,0.49,0.0,1.4,0.0,1.4,1.4,0.0,8,2012
2012-08-05,2012-08-11,CENTRO OESTE,MATO GROSSO DO SUL,GNV,3,R$/m3,1.962,0.005,1.959,1.968,0.497,0.003,1.465,0.142,1.3646,1.566,0.097,8,2012
2012-08-05,2012-08-11,NORDESTE,ALAGOAS,GNV,11,R$/m3,1.887,0.013,1.85,1.899,0.462,0.0069999999999999,1.425,0.03,1.384,1.4487,0.021,8,2012
2012-08-05,2012-08-11,NORDESTE,BAHIA,GNV,30,R$/m3,1.68,0.084,1.59,1.99,0.433,0.05,1.247,0.114,1.0582,1.4136,0.091,8,2012
2012-08-05,2012-08-11,NORDESTE,CEARA,GNV,19,R$/m3,1.88,0.025,1.799,1.899,0.435,0.013,1.445,0.083,1.3635,1.5251,0.057,8,2012
2012-08-05,2012-08-11,NORDESTE,PARAIBA,GNV,12,R$/m3,1.776,0.027,1.75,1.84,0.429,0.015,1.347,0.088,1.29,1.4695,0.065,8,2012
2012-08-05,2012-08-11,NORDESTE,PERNAMBUCO,GNV,30,R$/m3,1.799,0.053,1.799,2.059,0.456,0.0289999999999999,1.343,0.125,1.0781,1.4748,0.093,8,2012
2012-08-05,2012-08-11,NORDESTE,RIO GRANDE DO NORTE,GNV,17,R$/m3,1.906,0.047,1.86,1.999,0.569,0.025,1.337,0.103,1.2657,1.4776,0.077,8,2012
2012-08-05,2012-08-11,NORDESTE,SERGIPE,GNV,13,R$/m3,1.874,0.147,1.79,2.369,0.453,0.078,1.421,0.127,1.25,1.5126,0.089,8,2012
2012-08-05,2012-08-11,SUDESTE,MINAS GERAIS,GNV,15,R$/m3,1.653,0.136,1.479,1.985,0.221,0.0819999999999999,1.432,0.038,1.4167,1.503,0.027,8,2012
2012-08-05,2012-08-11,SUDESTE,RIO DE JANEIRO,GNV,190,R$/m3,1.643,0.14,1.379,2.079,0.364,0.085,1.279,0.126,1.0254,1.4773,0.099,8,2012
2012-08-05,2012-08-11,SUDESTE,SAO PAULO,GNV,91,R$/m3,1.488,0.186,1.349,2.399,0.292,0.125,1.196,0.166,0.8856,1.664,0.139,8,2012
2012-08-05,2012-08-11,SUL,PARANA,GNV,11,R$/m3,1.627,0.066,1.579,1.799,0.636,0.0409999999999999,0.991,0.0,0.991,0.991,0.0,8,2012
2012-08-05,2012-08-11,SUL,RIO GRANDE DO SUL,GNV,33,R$/m3,1.974,0.0289999999999999,1.919,2.099,0.627,0.015,1.347,0.161,1.2331,1.4608,0.12,8,2012
2012-08-05,2012-08-11,SUL,SANTA CATARINA,GNV,45,R$/m3,2.025,0.063,1.899,2.229,0.543,0.031,1.482,0.166,1.3006,1.6123,0.112,8,2012
2012-08-12,2012-08-18,CENTRO OESTE,MATO GROSSO DO SUL,GNV,1,R$/m3,1.959,0.0,1.959,1.959,0.594,0.0,1.365,0.0,1.3646,1.3646,0.0,8,2012
2012-08-12,2012-08-18,NORDESTE,ALAGOAS,GNV,12,R$/m3,1.891,0.003,1.885,1.898,0.489,0.002,1.402,0.081,1.206,1.4737,0.058,8,2012
2012-08-12,2012-08-18,NORDESTE,BAHIA,GNV,21,R$/m3,1.615,0.102,1.49,1.99,0.38,0.063,1.235,0.143,1.18,1.7084,0.116,8,2012
2012-08-12,2012-08-18,NORDESTE,CEARA,GNV,9,R$/m3,1.89,0.0,1.89,1.89,0.445,0.0,1.445,0.092,1.3635,1.5251,0.064,8,2012
2012-08-12,2012-08-18,NORDESTE,PARAIBA,GNV,16,R$/m3,1.76,0.044,1.67,1.84,0.458,0.025,1.302,0.102,1.2,1.4695,0.078,8,2012
2012-08-12,2012-08-18,NORDESTE,PERNAMBUCO,GNV,36,R$/m3,1.799,0.049,1.79,2.059,0.453,0.027,1.346,0.106,1.1974,1.4748,0.079,8,2012
2012-08-12,2012-08-18,NORDESTE,RIO GRANDE DO NORTE,GNV,19,R$/m3,1.899,0.0279999999999999,1.86,1.99,0.53,0.015,1.369,0.113,1.2657,1.4777,0.083,8,2012
2012-08-12,2012-08-18,NORDESTE,SERGIPE,GNV,13,R$/m3,1.875,0.147,1.79,2.369,0.363,0.078,1.512,0.0,1.5123,1.5123,0.0,8,2012
2012-08-12,2012-08-18,SUDESTE,ESPIRITO SANTO,GNV,8,R$/m3,1.846,0.16,1.84,2.3,0.673,0.087,1.173,0.0,1.1725,1.1725,0.0,8,2012
2012-08-12,2012-08-18,SUDESTE,MINAS GERAIS,GNV,16,R$/m3,1.71,0.166,1.599,1.999,0.534,0.0969999999999999,1.176,0.186,1.153,1.503,0.158,8,2012
2012-08-12,2012-08-18,SUDESTE,RIO DE JANEIRO,GNV,190,R$/m3,1.656,0.138,1.279,2.057,0.409,0.083,1.247,0.13,1.0414,1.4968,0.104,8,2012
2012-08-12,2012-08-18,SUDESTE,SAO PAULO,GNV,86,R$/m3,1.51,0.174,1.349,2.399,0.304,0.115,1.206,0.128,1.0124,1.664,0.106,8,2012
2012-08-12,2012-08-18,SUL,RIO GRANDE DO SUL,GNV,35,R$/m3,1.983,0.062,1.919,2.249,0.545,0.031,1.438,0.0,1.4378,1.4378,0.0,8,2012
2012-08-12,2012-08-18,SUL,SANTA CATARINA,GNV,38,R$/m3,2.031,0.071,1.899,2.229,0.478,0.035,1.553,0.17,1.3006,1.6229,0.109,8,2012
2012-08-19,2012-08-25,CENTRO OESTE,MATO GROSSO DO SUL,GNV,5,R$/m3,1.959,0.0,1.959,1.959,0.539,0.0,1.42,0.0,1.4199,1.4199,0.0,8,2012
2012-08-19,2012-08-25,NORDESTE,ALAGOAS,GNV,11,R$/m3,1.891,0.002,1.885,1.896,0.464,0.001,1.427,0.041,1.384,1.4737,0.029,8,2012
2012-08-19,2012-08-25,NORDESTE,BAHIA,GNV,31,R$/m3,1.661,0.102,1.45,1.99,0.38,0.061,1.281,0.125,1.1054,1.7084,0.098,8,2012
2012-08-19,2012-08-25,NORDESTE,CEARA,GNV,14,R$/m3,1.888,0.031,1.799,1.94,0.441,0.016,1.447,0.099,1.3635,1.6141,0.068,8,2012
2012-08-19,2012-08-25,NORDESTE,PARAIBA,GNV,11,R$/m3,1.748,0.039,1.67,1.81,0.458,0.022,1.29,0.0,1.29,1.29,0.0,8,2012
2012-08-19,2012-08-25,NORDESTE,PERNAMBUCO,GNV,34,R$/m3,1.798,0.05,1.789,2.059,0.456,0.0279999999999999,1.342,0.102,1.1974,1.4247,0.076,8,2012
2012-08-19,2012-08-25,NORDESTE,RIO GRANDE DO NORTE,GNV,18,R$/m3,1.899,0.038,1.86,1.99,0.598,0.02,1.301,0.08,1.2657,1.4776,0.061,8,2012
2012-08-19,2012-08-25,NORDESTE,SERGIPE,GNV,13,R$/m3,1.874,0.147,1.79,2.369,0.461,0.078,1.413,0.125,1.2544,1.5123,0.088,8,2012
2012-08-19,2012-08-25,NORTE,AMAZONAS,GNV,2,R$/m3,1.85,0.0,1.85,1.85,0.26,0.0,1.59,0.0,1.59,1.59,0.0,8,2012
2012-08-19,2012-08-25,SUDESTE,ESPIRITO SANTO,GNV,8,R$/m3,1.87,0.222,1.79,2.35,0.697,0.119,1.173,0.0,1.1725,1.1725,0.0,8,2012
2012-08-19,2012-08-25,SUDESTE,MINAS GERAIS,GNV,12,R$/m3,1.671,0.159,1.479,1.985,0.395,0.095,1.276,0.18,1.0626,1.503,0.141,8,2012
2012-08-19,2012-08-25,SUDESTE,RIO DE JANEIRO,GNV,188,R$/m3,1.655,0.127,1.399,2.057,0.414,0.077,1.241,0.135,1.0042,1.4773,0.109,8,2012
2012-08-19,2012-08-25,SUDESTE,SAO PAULO,GNV,88,R$/m3,1.524,0.179,1.399,2.399,0.325,0.116999999999999,1.199,0.195,0.8856,1.83,0.163,8,2012
2012-08-19,2012-08-25,SUL,RIO GRANDE DO SUL,GNV,36,R$/m3,1.985,0.102,1.919,2.49,0.547,0.051,1.438,0.0,1.4379,1.4379,0.0,8,2012
2012-08-19,2012-08-25,SUL,SANTA CATARINA,GNV,39,R$/m3,2.027,0.066,1.899,2.229,0.486,0.033,1.541,0.159,1.3006,1.6229,0.103,8,2012
2012-08-26,2012-09-01,CENTRO OESTE,MATO GROSSO DO SUL,GNV,2,R$/m3,1.964,0.0069999999999999,1.959,1.969,0.544,0.004,1.42,0.0,1.4199,1.4199,0.0,8,2012
2012-08-26,2012-09-01,NORDESTE,ALAGOAS,GNV,11,R$/m3,1.887,0.013,1.85,1.899,0.466,0.0069999999999999,1.421,0.035,1.384,1.454,0.025,8,2012
2012-08-26,2012-09-01,NORDESTE,BAHIA,GNV,25,R$/m3,1.673,0.091,1.57,1.99,0.412,0.054,1.261,0.133,1.0963,1.7084,0.105,8,2012
2012-08-26,2012-09-01,NORDESTE,CEARA,GNV,18,R$/m3,1.894,0.035,1.799,1.999,0.472,0.018,1.422,0.071,1.3635,1.5251,0.05,8,2012
2012-08-26,2012-09-01,NORDESTE,PARAIBA,GNV,13,R$/m3,1.76,0.031,1.699,1.81,0.446,0.018,1.314,0.095,1.29,1.4745,0.072,8,2012
2012-08-26,2012-09-01,NORDESTE,PERNAMBUCO,GNV,27,R$/m3,1.799,0.0559999999999999,1.79,2.059,0.601,0.031,1.198,0.18,1.1974,1.4523,0.15,8,2012
2012-08-26,2012-09-01,NORDESTE,RIO GRANDE DO NORTE,GNV,20,R$/m3,1.909,0.046,1.86,1.999,0.529,0.024,1.38,0.108,1.2657,1.4777,0.078,8,2012
2012-08-26,2012-09-01,NORDESTE,SERGIPE,GNV,13,R$/m3,1.874,0.147,1.79,2.369,0.461,0.078,1.413,0.125,1.2544,1.5123,0.088,8,2012
2012-08-26,2012-09-01,SUDESTE,MINAS GERAIS,GNV,16,R$/m3,1.747,0.14,1.599,1.999,0.571,0.08,1.176,0.186,1.153,1.503,0.158,8,2012
2012-08-26,2012-09-01,SUDESTE,RIO DE JANEIRO,GNV,174,R$/m3,1.659,0.136999999999999,1.279,2.057,0.347,0.083,1.312,0.141,1.0414,1.5559,0.107,8,2012
2012-08-26,2012-09-01,SUDESTE,SAO PAULO,GNV,80,R$/m3,1.507,0.176,1.349,2.399,0.256,0.116999999999999,1.251,0.19,1.0846,1.749,0.152,8,2012
2012-08-26,2012-09-01,SUL,RIO GRANDE DO SUL,GNV,33,R$/m3,1.99,0.061,1.919,2.249,0.545,0.031,1.445,0.153,1.3789,1.7729,0.106,8,2012
